ano,uf,tema,item,quantidade_escola
2021,PB,Tráfico de drogas,Sem resposta,329
2021,CE,Tráfico de drogas,Sem resposta,463
2021,PE,Tráfico de drogas,Sem resposta,468
2021,MG,Tráfico de drogas,Sem resposta,818
2021,ES,Tráfico de drogas,Sem resposta,228
2021,PA,Tráfico de drogas,Sem resposta,973
2021,RJ,Tráfico de drogas,Sem resposta,555
2021,RN,Tráfico de drogas,Sem resposta,292
2021,GO,Tráfico de drogas,Sem resposta,308
2021,SE,Tráfico de drogas,Sem resposta,170
2021,AC,Tráfico de drogas,Sem resposta,86
2021,MS,Tráfico de drogas,Sem resposta,139
2021,MA,Tráfico de drogas,Sem resposta,721
2021,RO,Tráfico de drogas,Sem resposta,83
2021,RO,Tráfico de drogas,Várias vezes,4
2021,TO,Tráfico de drogas,Várias vezes,
2021,PA,Tráfico de drogas,Várias vezes,12
2021,AL,Tráfico de drogas,Várias vezes,2
2021,PI,Tráfico de drogas,Várias vezes,2
2021,SC,Tráfico de drogas,Várias vezes,3
2021,GO,Tráfico de drogas,Várias vezes,11
2021,AC,Tráfico de drogas,Várias vezes,3
2021,ES,Tráfico de drogas,Várias vezes,6
2021,PB,Tráfico de drogas,Várias vezes,6
2021,PR,Tráfico de drogas,Várias vezes,12
2021,RR,Tráfico de drogas,Várias vezes,
2021,MT,Tráfico de drogas,Várias vezes,4
2021,SP,Tráfico de drogas,Várias vezes,57
2021,RS,Tráfico de drogas,Várias vezes,6
2021,AP,Tráfico de drogas,Várias vezes,2
2021,MG,Tráfico de drogas,Várias vezes,20
2021,AM,Tráfico de drogas,Várias vezes,9
2021,RN,Tráfico de drogas,Várias vezes,1
2021,BA,Tráfico de drogas,Várias vezes,21
2021,PE,Tráfico de drogas,Várias vezes,29
2021,CE,Tráfico de drogas,Várias vezes,15
2021,SE,Tráfico de drogas,Várias vezes,4
2021,DF,Tráfico de drogas,Várias vezes,9
2021,RJ,Tráfico de drogas,Várias vezes,48
2021,MA,Tráfico de drogas,Várias vezes,4
2021,MS,Tráfico de drogas,Várias vezes,3
2021,SC,Tiroteio ou bala perdida,Nunca,2186
2021,MT,Tiroteio ou bala perdida,Nunca,1113
2021,PE,Tiroteio ou bala perdida,Nunca,2870
2021,RN,Tiroteio ou bala perdida,Nunca,1316
2021,CE,Tiroteio ou bala perdida,Nunca,3282
2021,TO,Tiroteio ou bala perdida,Nunca,740
2021,AM,Tiroteio ou bala perdida,Nunca,1245
2021,MS,Tiroteio ou bala perdida,Nunca,796
2021,AL,Tiroteio ou bala perdida,Nunca,1243
2021,PI,Tiroteio ou bala perdida,Nunca,1840
2021,AP,Tiroteio ou bala perdida,Nunca,323
2021,DF,Tiroteio ou bala perdida,Nunca,531
2021,RS,Tiroteio ou bala perdida,Nunca,3570
2021,RR,Tiroteio ou bala perdida,Nunca,211
2021,RO,Tiroteio ou bala perdida,Nunca,632
2021,BA,Tiroteio ou bala perdida,Nunca,5263
2021,ES,Tiroteio ou bala perdida,Nunca,1106
2021,MG,Tiroteio ou bala perdida,Nunca,5832
2021,AC,Tiroteio ou bala perdida,Nunca,369
2021,PA,Tiroteio ou bala perdida,Nunca,3172
2021,GO,Tiroteio ou bala perdida,Nunca,2078
2021,PR,Tiroteio ou bala perdida,Nunca,3930
2021,RJ,Tiroteio ou bala perdida,Nunca,3185
2021,MA,Tiroteio ou bala perdida,Nunca,3479
2021,SP,Tiroteio ou bala perdida,Nunca,9364
2021,SE,Tiroteio ou bala perdida,Nunca,936
2021,PB,Tiroteio ou bala perdida,Nunca,1746
2021,BA,Tiroteio ou bala perdida,Poucas vezes,108
2021,PB,Tiroteio ou bala perdida,Poucas vezes,34
2021,RO,Tiroteio ou bala perdida,Poucas vezes,4
2021,MT,Tiroteio ou bala perdida,Poucas vezes,5
2021,PI,Tiroteio ou bala perdida,Poucas vezes,18
2021,MS,Tiroteio ou bala perdida,Poucas vezes,3
2021,RR,Tiroteio ou bala perdida,Poucas vezes,
2021,GO,Tiroteio ou bala perdida,Poucas vezes,11
2021,SP,Tiroteio ou bala perdida,Poucas vezes,64
2021,PA,Tiroteio ou bala perdida,Poucas vezes,24
2021,RN,Tiroteio ou bala perdida,Poucas vezes,23
2021,CE,Tiroteio ou bala perdida,Poucas vezes,63
2021,ES,Tiroteio ou bala perdida,Poucas vezes,36
2021,SE,Tiroteio ou bala perdida,Poucas vezes,7
2021,TO,Tiroteio ou bala perdida,Poucas vezes,2
2021,AP,Tiroteio ou bala perdida,Poucas vezes,2
2021,MA,Tiroteio ou bala perdida,Poucas vezes,33
2021,PR,Tiroteio ou bala perdida,Poucas vezes,29
2021,AC,Tiroteio ou bala perdida,Poucas vezes,7
2021,RJ,Tiroteio ou bala perdida,Poucas vezes,428
2021,PE,Tiroteio ou bala perdida,Poucas vezes,46
2021,AL,Tiroteio ou bala perdida,Poucas vezes,6
2021,SC,Tiroteio ou bala perdida,Poucas vezes,5
2021,MG,Tiroteio ou bala perdida,Poucas vezes,26
2021,DF,Tiroteio ou bala perdida,Poucas vezes,16
2021,AM,Tiroteio ou bala perdida,Poucas vezes,28
2021,RS,Tiroteio ou bala perdida,Poucas vezes,43
2021,MG,Tiroteio ou bala perdida,Sem resposta,823
2021,TO,Tiroteio ou bala perdida,Sem resposta,108
2021,DF,Tiroteio ou bala perdida,Sem resposta,140
2021,RS,Tiroteio ou bala perdida,Sem resposta,616
2021,PE,Tiroteio ou bala perdida,Sem resposta,472
2021,BA,Tiroteio ou bala perdida,Sem resposta,1109
2021,AP,Tiroteio ou bala perdida,Sem resposta,103
2021,MA,Tiroteio ou bala perdida,Sem resposta,726
2021,PA,Tiroteio ou bala perdida,Sem resposta,976
2021,PI,Tiroteio ou bala perdida,Sem resposta,361
2021,RJ,Tiroteio ou bala perdida,Sem resposta,560
2021,SC,Tiroteio ou bala perdida,Sem resposta,244
2021,AC,Tiroteio ou bala perdida,Sem resposta,86
2021,PB,Tiroteio ou bala perdida,Sem resposta,336
2021,RN,Tiroteio ou bala perdida,Sem resposta,300
2021,SP,Tiroteio ou bala perdida,Sem resposta,970
2021,MS,Tiroteio ou bala perdida,Sem resposta,143
2021,SE,Tiroteio ou bala perdida,Sem resposta,172
2021,PR,Tiroteio ou bala perdida,Sem resposta,498
2021,RR,Tiroteio ou bala perdida,Sem resposta,98
2021,ES,Tiroteio ou bala perdida,Sem resposta,232
2021,RO,Tiroteio ou bala perdida,Sem resposta,83
2021,CE,Tiroteio ou bala perdida,Sem resposta,464
2021,MT,Tiroteio ou bala perdida,Sem resposta,196
2021,AL,Tiroteio ou bala perdida,Sem resposta,245
2021,GO,Tiroteio ou bala perdida,Sem resposta,316
2021,AM,Tiroteio ou bala perdida,Sem resposta,509
2021,MG,Tiroteio ou bala perdida,Várias vezes,5
2021,PR,Tiroteio ou bala perdida,Várias vezes,2
2021,MT,Tiroteio ou bala perdida,Várias vezes,
2021,SP,Tiroteio ou bala perdida,Várias vezes,1
2021,AM,Tiroteio ou bala perdida,Várias vezes,2
2021,SC,Tiroteio ou bala perdida,Várias vezes,
2021,AL,Tiroteio ou bala perdida,Várias vezes,1
2021,BA,Tiroteio ou bala perdida,Várias vezes,20
2021,RN,Tiroteio ou bala perdida,Várias vezes,
2021,RJ,Tiroteio ou bala perdida,Várias vezes,158
2021,TO,Tiroteio ou bala perdida,Várias vezes,
2021,AC,Tiroteio ou bala perdida,Várias vezes,1
2021,PA,Tiroteio ou bala perdida,Várias vezes,3
2021,RR,Tiroteio ou bala perdida,Várias vezes,
2021,RO,Tiroteio ou bala perdida,Várias vezes,
2021,AP,Tiroteio ou bala perdida,Várias vezes,1
2021,DF,Tiroteio ou bala perdida,Várias vezes,1
2021,PI,Tiroteio ou bala perdida,Várias vezes,1
2021,GO,Tiroteio ou bala perdida,Várias vezes,1
2021,MA,Tiroteio ou bala perdida,Várias vezes,3
2021,ES,Tiroteio ou bala perdida,Várias vezes,6
2021,CE,Tiroteio ou bala perdida,Várias vezes,7
2021,RS,Tiroteio ou bala perdida,Várias vezes,3
2021,MS,Tiroteio ou bala perdida,Várias vezes,
2021,PE,Tiroteio ou bala perdida,Várias vezes,5
2021,PB,Tiroteio ou bala perdida,Várias vezes,3
2021,SE,Tiroteio ou bala perdida,Várias vezes,
2021,PA,Invasão do espaço escolar,Nunca,2943
2021,RR,Invasão do espaço escolar,Nunca,202
2021,PR,Invasão do espaço escolar,Nunca,3433
2021,ES,Invasão do espaço escolar,Nunca,1060
2021,SE,Invasão do espaço escolar,Nunca,885
2021,RO,Invasão do espaço escolar,Nunca,576
2021,SC,Invasão do espaço escolar,Nunca,1963
2021,TO,Invasão do espaço escolar,Nunca,711
2021,PI,Invasão do espaço escolar,Nunca,1756
2021,MG,Invasão do espaço escolar,Nunca,5021
2021,DF,Invasão do espaço escolar,Nunca,501
2021,RN,Invasão do espaço escolar,Nunca,1253
2021,AC,Invasão do espaço escolar,Nunca,326
2021,AL,Invasão do espaço escolar,Nunca,1185
2021,MA,Invasão do espaço escolar,Nunca,3320
2021,GO,Invasão do espaço escolar,Nunca,1886
2021,RJ,Invasão do espaço escolar,Nunca,3160
2021,MS,Invasão do espaço escolar,Nunca,686
2021,AM,Invasão do espaço escolar,Nunca,1151
2021,PB,Invasão do espaço escolar,Nunca,1661
2021,RS,Invasão do espaço escolar,Nunca,3244
2021,MT,Invasão do espaço escolar,Nunca,979
2021,PE,Invasão do espaço escolar,Nunca,2637
2021,BA,Invasão do espaço escolar,Nunca,5044
2021,CE,Invasão do espaço escolar,Nunca,3202
2021,SP,Invasão do espaço escolar,Nunca,7432
2021,AP,Invasão do espaço escolar,Nunca,285
2021,PE,Invasão do espaço escolar,Poucas vezes,238
2021,TO,Invasão do espaço escolar,Poucas vezes,31
2021,AL,Invasão do espaço escolar,Poucas vezes,54
2021,MA,Invasão do espaço escolar,Poucas vezes,169
2021,SP,Invasão do espaço escolar,Poucas vezes,1712
2021,MG,Invasão do espaço escolar,Poucas vezes,708
2021,PB,Invasão do espaço escolar,Poucas vezes,106
2021,RR,Invasão do espaço escolar,Poucas vezes,9
2021,DF,Invasão do espaço escolar,Poucas vezes,44
2021,AP,Invasão do espaço escolar,Poucas vezes,38
2021,SE,Invasão do espaço escolar,Poucas vezes,50
2021,PI,Invasão do espaço escolar,Poucas vezes,91
2021,RO,Invasão do espaço escolar,Poucas vezes,44
2021,CE,Invasão do espaço escolar,Poucas vezes,132
2021,RS,Invasão do espaço escolar,Poucas vezes,320
2021,AC,Invasão do espaço escolar,Poucas vezes,40
2021,RJ,Invasão do espaço escolar,Poucas vezes,477
2021,RN,Invasão do espaço escolar,Poucas vezes,75
2021,MS,Invasão do espaço escolar,Poucas vezes,102
2021,BA,Invasão do espaço escolar,Poucas vezes,304
2021,GO,Invasão do espaço escolar,Poucas vezes,191
2021,PR,Invasão do espaço escolar,Poucas vezes,472
2021,SC,Invasão do espaço escolar,Poucas vezes,210
2021,PA,Invasão do espaço escolar,Poucas vezes,217
2021,MT,Invasão do espaço escolar,Poucas vezes,124
2021,AM,Invasão do espaço escolar,Poucas vezes,95
2021,ES,Invasão do espaço escolar,Poucas vezes,78
2021,BA,Invasão do espaço escolar,Sem resposta,1108
2021,MA,Invasão do espaço escolar,Sem resposta,728
2021,MT,Invasão do espaço escolar,Sem resposta,194
2021,MS,Invasão do espaço escolar,Sem resposta,144
2021,PA,Invasão do espaço escolar,Sem resposta,983
2021,SP,Invasão do espaço escolar,Sem resposta,962
2021,SE,Invasão do espaço escolar,Sem resposta,172
2021,GO,Invasão do espaço escolar,Sem resposta,307
2021,ES,Invasão do espaço escolar,Sem resposta,231
2021,RN,Invasão do espaço escolar,Sem resposta,299
2021,RS,Invasão do espaço escolar,Sem resposta,617
2021,PE,Invasão do espaço escolar,Sem resposta,472
2021,DF,Invasão do espaço escolar,Sem resposta,140
2021,RO,Invasão do espaço escolar,Sem resposta,83
2021,PR,Invasão do espaço escolar,Sem resposta,493
2021,TO,Invasão do espaço escolar,Sem resposta,108
2021,AM,Invasão do espaço escolar,Sem resposta,511
2021,MG,Invasão do espaço escolar,Sem resposta,831
2021,RR,Invasão do espaço escolar,Sem resposta,97
2021,AC,Invasão do espaço escolar,Sem resposta,86
2021,AL,Invasão do espaço escolar,Sem resposta,249
2021,PB,Invasão do espaço escolar,Sem resposta,335
2021,AP,Invasão do espaço escolar,Sem resposta,101
2021,CE,Invasão do espaço escolar,Sem resposta,470
2021,PI,Invasão do espaço escolar,Sem resposta,359
2021,SC,Invasão do espaço escolar,Sem resposta,237
2021,RJ,Invasão do espaço escolar,Sem resposta,564
2021,RR,Invasão do espaço escolar,Várias vezes,1
2021,PI,Invasão do espaço escolar,Várias vezes,14
2021,RN,Invasão do espaço escolar,Várias vezes,12
2021,TO,Invasão do espaço escolar,Várias vezes,
2021,RS,Invasão do espaço escolar,Várias vezes,51
2021,AC,Invasão do espaço escolar,Várias vezes,11
2021,ES,Invasão do espaço escolar,Várias vezes,11
2021,AM,Invasão do espaço escolar,Várias vezes,27
2021,CE,Invasão do espaço escolar,Várias vezes,12
2021,SC,Invasão do espaço escolar,Várias vezes,25
2021,SE,Invasão do espaço escolar,Várias vezes,8
2021,MG,Invasão do espaço escolar,Várias vezes,126
2021,DF,Invasão do espaço escolar,Várias vezes,3
2021,PE,Invasão do espaço escolar,Várias vezes,46
2021,MT,Invasão do espaço escolar,Várias vezes,17
2021,PR,Invasão do espaço escolar,Várias vezes,61
2021,AP,Invasão do espaço escolar,Várias vezes,5
2021,GO,Invasão do espaço escolar,Várias vezes,22
2021,RJ,Invasão do espaço escolar,Várias vezes,130
2021,AL,Invasão do espaço escolar,Várias vezes,7
2021,PA,Invasão do espaço escolar,Várias vezes,32
2021,BA,Invasão do espaço escolar,Várias vezes,44
2021,MS,Invasão do espaço escolar,Várias vezes,10
2021,MA,Invasão do espaço escolar,Várias vezes,24
2021,PB,Invasão do espaço escolar,Várias vezes,17
2021,SP,Invasão do espaço escolar,Várias vezes,293
2021,RO,Invasão do espaço escolar,Várias vezes,16
2021,TO,Bullying (ameaças ou ofensas verbais),Nunca,497
2021,AC,Bullying (ameaças ou ofensas verbais),Nunca,252
2021,RN,Bullying (ameaças ou ofensas verbais),Nunca,773
2021,RR,Bullying (ameaças ou ofensas verbais),Nunca,169
2021,PI,Bullying (ameaças ou ofensas verbais),Nunca,1306
2021,RS,Bullying (ameaças ou ofensas verbais),Nunca,1532
2021,MG,Bullying (ameaças ou ofensas verbais),Nunca,3714
2021,PE,Bullying (ameaças ou ofensas verbais),Nunca,1669
2021,CE,Bullying (ameaças ou ofensas verbais),Nunca,2188
2021,MS,Bullying (ameaças ou ofensas verbais),Nunca,362
2021,SE,Bullying (ameaças ou ofensas verbais),Nunca,538
2021,MA,Bullying (ameaças ou ofensas verbais),Nunca,2301
2021,PR,Bullying (ameaças ou ofensas verbais),Nunca,1835
2021,RJ,Bullying (ameaças ou ofensas verbais),Nunca,2268
2021,ES,Bullying (ameaças ou ofensas verbais),Nunca,501
2021,PA,Bullying (ameaças ou ofensas verbais),Nunca,2125
2021,AL,Bullying (ameaças ou ofensas verbais),Nunca,724
2021,AP,Bullying (ameaças ou ofensas verbais),Nunca,225
2021,MT,Bullying (ameaças ou ofensas verbais),Nunca,504
2021,DF,Bullying (ameaças ou ofensas verbais),Nunca,192
2021,SC,Bullying (ameaças ou ofensas verbais),Nunca,735
2021,RO,Bullying (ameaças ou ofensas verbais),Nunca,412
2021,GO,Bullying (ameaças ou ofensas verbais),Nunca,1182
2021,SP,Bullying (ameaças ou ofensas verbais),Nunca,4186
2021,PB,Bullying (ameaças ou ofensas verbais),Nunca,1282
2021,AM,Bullying (ameaças ou ofensas verbais),Nunca,660
2021,BA,Bullying (ameaças ou ofensas verbais),Nunca,3552
2021,RJ,Bullying (ameaças ou ofensas verbais),Poucas vezes,1433
2021,CE,Bullying (ameaças ou ofensas verbais),Poucas vezes,1126
2021,AC,Bullying (ameaças ou ofensas verbais),Poucas vezes,121
2021,PE,Bullying (ameaças ou ofensas verbais),Poucas vezes,1208
2021,RO,Bullying (ameaças ou ofensas verbais),Poucas vezes,218
2021,AM,Bullying (ameaças ou ofensas verbais),Poucas vezes,591
2021,MS,Bullying (ameaças ou ofensas verbais),Poucas vezes,413
2021,MT,Bullying (ameaças ou ofensas verbais),Poucas vezes,580
2021,SC,Bullying (ameaças ou ofensas verbais),Poucas vezes,1354
2021,DF,Bullying (ameaças ou ofensas verbais),Poucas vezes,326
2021,PR,Bullying (ameaças ou ofensas verbais),Poucas vezes,1990
2021,AL,Bullying (ameaças ou ofensas verbais),Poucas vezes,500
2021,PB,Bullying (ameaças ou ofensas verbais),Poucas vezes,487
2021,BA,Bullying (ameaças ou ofensas verbais),Poucas vezes,1762
2021,ES,Bullying (ameaças ou ofensas verbais),Poucas vezes,624
2021,AP,Bullying (ameaças ou ofensas verbais),Poucas vezes,100
2021,PI,Bullying (ameaças ou ofensas verbais),Poucas vezes,535
2021,RN,Bullying (ameaças ou ofensas verbais),Poucas vezes,547
2021,GO,Bullying (ameaças ou ofensas verbais),Poucas vezes,885
2021,RR,Bullying (ameaças ou ofensas verbais),Poucas vezes,42
2021,SP,Bullying (ameaças ou ofensas verbais),Poucas vezes,4910
2021,MA,Bullying (ameaças ou ofensas verbais),Poucas vezes,1155
2021,PA,Bullying (ameaças ou ofensas verbais),Poucas vezes,1031
2021,TO,Bullying (ameaças ou ofensas verbais),Poucas vezes,239
2021,MG,Bullying (ameaças ou ofensas verbais),Poucas vezes,2091
2021,RS,Bullying (ameaças ou ofensas verbais),Poucas vezes,1977
2021,SE,Bullying (ameaças ou ofensas verbais),Poucas vezes,389
2021,SP,Bullying (ameaças ou ofensas verbais),Sem resposta,956
2021,MA,Bullying (ameaças ou ofensas verbais),Sem resposta,727
2021,AP,Bullying (ameaças ou ofensas verbais),Sem resposta,102
2021,PA,Bullying (ameaças ou ofensas verbais),Sem resposta,978
2021,PR,Bullying (ameaças ou ofensas verbais),Sem resposta,500
2021,MS,Bullying (ameaças ou ofensas verbais),Sem resposta,143
2021,DF,Bullying (ameaças ou ofensas verbais),Sem resposta,140
2021,TO,Bullying (ameaças ou ofensas verbais),Sem resposta,107
2021,RS,Bullying (ameaças ou ofensas verbais),Sem resposta,606
2021,AL,Bullying (ameaças ou ofensas verbais),Sem resposta,248
2021,MT,Bullying (ameaças ou ofensas verbais),Sem resposta,193
2021,RR,Bullying (ameaças ou ofensas verbais),Sem resposta,97
2021,RN,Bullying (ameaças ou ofensas verbais),Sem resposta,298
2021,SE,Bullying (ameaças ou ofensas verbais),Sem resposta,171
2021,AC,Bullying (ameaças ou ofensas verbais),Sem resposta,87
2021,PB,Bullying (ameaças ou ofensas verbais),Sem resposta,333
2021,PE,Bullying (ameaças ou ofensas verbais),Sem resposta,470
2021,PI,Bullying (ameaças ou ofensas verbais),Sem resposta,359
2021,RJ,Bullying (ameaças ou ofensas verbais),Sem resposta,562
2021,ES,Bullying (ameaças ou ofensas verbais),Sem resposta,228
2021,BA,Bullying (ameaças ou ofensas verbais),Sem resposta,1105
2021,AM,Bullying (ameaças ou ofensas verbais),Sem resposta,511
2021,MG,Bullying (ameaças ou ofensas verbais),Sem resposta,814
2021,GO,Bullying (ameaças ou ofensas verbais),Sem resposta,310
2021,SC,Bullying (ameaças ou ofensas verbais),Sem resposta,235
2021,RO,Bullying (ameaças ou ofensas verbais),Sem resposta,84
2021,CE,Bullying (ameaças ou ofensas verbais),Sem resposta,463
2021,PR,Bullying (ameaças ou ofensas verbais),Várias vezes,134
2021,SC,Bullying (ameaças ou ofensas verbais),Várias vezes,111
2021,RN,Bullying (ameaças ou ofensas verbais),Várias vezes,21
2021,PA,Bullying (ameaças ou ofensas verbais),Várias vezes,41
2021,PE,Bullying (ameaças ou ofensas verbais),Várias vezes,46
2021,GO,Bullying (ameaças ou ofensas verbais),Várias vezes,29
2021,RJ,Bullying (ameaças ou ofensas verbais),Várias vezes,68
2021,DF,Bullying (ameaças ou ofensas verbais),Várias vezes,30
2021,SP,Bullying (ameaças ou ofensas verbais),Várias vezes,347
2021,ES,Bullying (ameaças ou ofensas verbais),Várias vezes,27
2021,MS,Bullying (ameaças ou ofensas verbais),Várias vezes,24
2021,MG,Bullying (ameaças ou ofensas verbais),Várias vezes,67
2021,AC,Bullying (ameaças ou ofensas verbais),Várias vezes,3
2021,TO,Bullying (ameaças ou ofensas verbais),Várias vezes,7
2021,AM,Bullying (ameaças ou ofensas verbais),Várias vezes,22
2021,PI,Bullying (ameaças ou ofensas verbais),Várias vezes,20
2021,BA,Bullying (ameaças ou ofensas verbais),Várias vezes,81
2021,AL,Bullying (ameaças ou ofensas verbais),Várias vezes,23
2021,SE,Bullying (ameaças ou ofensas verbais),Várias vezes,17
2021,MA,Bullying (ameaças ou ofensas verbais),Várias vezes,58
2021,RO,Bullying (ameaças ou ofensas verbais),Várias vezes,5
2021,MT,Bullying (ameaças ou ofensas verbais),Várias vezes,37
2021,RS,Bullying (ameaças ou ofensas verbais),Várias vezes,117
2021,PB,Bullying (ameaças ou ofensas verbais),Várias vezes,17
2021,AP,Bullying (ameaças ou ofensas verbais),Várias vezes,2
2021,CE,Bullying (ameaças ou ofensas verbais),Várias vezes,39
2021,RR,Bullying (ameaças ou ofensas verbais),Várias vezes,1
2021,CE,Proporção de escolas com projeto no tema,Bullying,65.722300140252457
2021,DF,Proporção de escolas com projeto no tema,Bullying,85.273972602739718
2021,MS,Proporção de escolas com projeto no tema,Bullying,78.037383177570092
2021,PR,Proporção de escolas com projeto no tema,Bullying,68.56735566642908
2021,AL,Proporção de escolas com projeto no tema,Bullying,68.011958146487288
2021,SP,Proporção de escolas com projeto no tema,Bullying,78.87591095138265
2021,AC,Proporção de escolas com projeto no tema,Bullying,59.012345679012348
2021,RR,Proporção de escolas com projeto no tema,Bullying,46.120689655172413
2021,RS,Proporção de escolas com projeto no tema,Bullying,74.81538069773363
2021,MT,Proporção de escolas com projeto no tema,Bullying,63.819095477386931
2021,PI,Proporção de escolas com projeto no tema,Bullying,56.68821481849826
2021,ES,Proporção de escolas com projeto no tema,Bullying,74.304418985270047
2021,BA,Proporção de escolas com projeto no tema,Bullying,62.928509905254096
2021,SE,Proporção de escolas com projeto no tema,Bullying,61.591355599214147
2021,RN,Proporção de escolas com projeto no tema,Bullying,66.20784583620096
2021,SC,Proporção de escolas com projeto no tema,Bullying,77.459904638058092
2021,MG,Proporção de escolas com projeto no tema,Bullying,76.690897597977255
2021,TO,Proporção de escolas com projeto no tema,Bullying,65.825977301387141
2021,AP,Proporção de escolas com projeto no tema,Bullying,56.779661016949156
2021,GO,Proporção de escolas com projeto no tema,Bullying,85.822559072670529
2021,PE,Proporção de escolas com projeto no tema,Bullying,68.464467005076145
2021,RO,Proporção de escolas com projeto no tema,Bullying,83.923303834808266
2021,RJ,Proporção de escolas com projeto no tema,Bullying,78.152093138469155
2021,AM,Proporção de escolas com projeto no tema,Bullying,67.309064953604576
2021,MA,Proporção de escolas com projeto no tema,Bullying,50.944386149003151
2021,PA,Proporção de escolas com projeto no tema,Bullying,57.624675699048723
2021,PB,Proporção de escolas com projeto no tema,Bullying,67.117585848074924
2021,RR,Proporção de escolas com projeto no tema,Machismo,6.8965517241379306
2021,AP,Proporção de escolas com projeto no tema,Machismo,11.016949152542372
2021,RO,Proporção de escolas com projeto no tema,Machismo,13.126843657817108
2021,AC,Proporção de escolas com projeto no tema,Machismo,5.6790123456790127
2021,BA,Proporção de escolas com projeto no tema,Machismo,14.246339362618432
2021,PB,Proporção de escolas com projeto no tema,Machismo,15.452653485952133
2021,MG,Proporção de escolas com projeto no tema,Machismo,15.976611883691531
2021,SC,Proporção de escolas com projeto no tema,Machismo,15.864759427828348
2021,MA,Proporção de escolas com projeto no tema,Machismo,9.0766002098635887
2021,RN,Proporção de escolas com projeto no tema,Machismo,15.278733654507914
2021,AL,Proporção de escolas com projeto no tema,Machismo,13.97608370702541
2021,SP,Proporção de escolas com projeto no tema,Machismo,17.370470200658879
2021,ES,Proporção de escolas com projeto no tema,Machismo,14.975450081833062
2021,GO,Proporção de escolas com projeto no tema,Machismo,14.890771288452964
2021,DF,Proporção de escolas com projeto no tema,Machismo,22.089041095890412
2021,PA,Proporção de escolas com projeto no tema,Machismo,10.175843182473335
2021,SE,Proporção de escolas com projeto no tema,Machismo,15.12770137524558
2021,MT,Proporção de escolas com projeto no tema,Machismo,9.7989949748743719
2021,PE,Proporção de escolas com projeto no tema,Machismo,15.387055837563452
2021,AM,Proporção de escolas com projeto no tema,Machismo,9.279086366880799
2021,MS,Proporção de escolas com projeto no tema,Machismo,12.032710280373832
2021,PI,Proporção de escolas com projeto no tema,Machismo,8.950770760815514
2021,TO,Proporção de escolas com projeto no tema,Machismo,10.214375788146279
2021,CE,Proporção de escolas com projeto no tema,Machismo,15.007012622720897
2021,PR,Proporção de escolas com projeto no tema,Machismo,12.164409598479448
2021,RJ,Proporção de escolas com projeto no tema,Machismo,18.627693832053506
2021,RS,Proporção de escolas com projeto no tema,Machismo,22.307104660045837
2021,SE,Proporção de escolas com projeto no tema,Homofobia,23.870333988212181
2021,MA,Proporção de escolas com projeto no tema,Homofobia,15.21511017838405
2021,TO,Proporção de escolas com projeto no tema,Homofobia,15.636822194199244
2021,RR,Proporção de escolas com projeto no tema,Homofobia,12.5
2021,MG,Proporção de escolas com projeto no tema,Homofobia,24.604930467762326
2021,DF,Proporção de escolas com projeto no tema,Homofobia,31.164383561643838
2021,PR,Proporção de escolas com projeto no tema,Homofobia,18.365407460204324
2021,AP,Proporção de escolas com projeto no tema,Homofobia,15.53672316384181
2021,SC,Proporção de escolas com projeto no tema,Homofobia,23.407022106631988
2021,RO,Proporção de escolas com projeto no tema,Homofobia,21.091445427728615
2021,RJ,Proporção de escolas com projeto no tema,Homofobia,31.904879861283131
2021,PA,Proporção de escolas com projeto no tema,Homofobia,17.267223983857019
2021,SP,Proporção de escolas com projeto no tema,Homofobia,30.398322851153043
2021,AC,Proporção de escolas com projeto no tema,Homofobia,14.074074074074074
2021,PE,Proporção de escolas com projeto no tema,Homofobia,28.267766497461928
2021,PB,Proporção de escolas com projeto no tema,Homofobia,24.141519250780437
2021,RN,Proporção de escolas com projeto no tema,Homofobia,22.298692360633172
2021,CE,Proporção de escolas com projeto no tema,Homofobia,26.367461430575034
2021,MT,Proporção de escolas com projeto no tema,Homofobia,17.16917922948074
2021,GO,Proporção de escolas com projeto no tema,Homofobia,25.99197503343736
2021,AM,Proporção de escolas com projeto no tema,Homofobia,18.058529621698789
2021,RS,Proporção de escolas com projeto no tema,Homofobia,32.263814616755795
2021,MS,Proporção de escolas com projeto no tema,Homofobia,23.598130841121495
2021,AL,Proporção de escolas com projeto no tema,Homofobia,22.869955156950674
2021,BA,Proporção de escolas com projeto no tema,Homofobia,21.894918173987939
2021,ES,Proporção de escolas com projeto no tema,Homofobia,22.0949263502455
2021,PI,Proporção de escolas com projeto no tema,Homofobia,14.818498259572351
2021,GO,Proporção de escolas com projeto no tema,Violência,67.6326348640214
2021,RO,Proporção de escolas com projeto no tema,Violência,66.076696165191734
2021,PB,Proporção de escolas com projeto no tema,Violência,52.445369406867847
2021,RJ,Proporção de escolas com projeto no tema,Violência,63.884072330938814
2021,PE,Proporção de escolas com projeto no tema,Violência,53.7753807106599
2021,ES,Proporção de escolas com projeto no tema,Violência,52.291325695581016
2021,TO,Proporção de escolas com projeto no tema,Violência,46.532156368221948
2021,PI,Proporção de escolas com projeto no tema,Violência,45.300845350571855
2021,SP,Proporção de escolas com projeto no tema,Violência,56.194469402016566
2021,RS,Proporção de escolas com projeto no tema,Violência,62.414056531703586
2021,AC,Proporção de escolas com projeto no tema,Violência,46.419753086419753
